103.136.9.233,[],80,Indonesia,Ungaran,"['CVE-2018-10549', 'CVE-2014-0117', 'CVE-2016-3141', 'CVE-2018-10545', 'CVE-2014-0118', 'CVE-2018-10546', 'CVE-2015-8874', 'CVE-2017-7272', 'CVE-2017-9798', 'CVE-2014-3523', 'CVE-2015-0231', 'CVE-2015-3185', 'CVE-2015-3184', 'CVE-2015-3183', 'CVE-2015-0235', 'CVE-2016-3142', 'CVE-2022-28330', 'CVE-2018-10548', 'CVE-2015-8835', 'CVE-2016-7418', 'CVE-2016-7414', 'CVE-2016-4537', 'CVE-2014-2497', 'CVE-2016-7417', 'CVE-2014-0185', 'CVE-2016-7411', 'CVE-2016-7412', 'CVE-2016-7413', 'CVE-2019-9638', 'CVE-2017-7679', 'CVE-2015-4148', 'CVE-2016-5773', 'CVE-2022-31813', 'CVE-2016-5771', 'CVE-2016-5770', 'CVE-2020-1927', 'CVE-2015-8935', 'CVE-2018-20783', 'CVE-2013-6501', 'CVE-2015-4147', 'CVE-2015-1351', 'CVE-2015-2348', 'CVE-2015-4022', 'CVE-2017-3167', 'CVE-2015-1352', 'CVE-2015-8838', 'CVE-2016-4070', 'CVE-2016-2554', 'CVE-2013-6712', 'CVE-2021-44790', 'CVE-2018-14851', 'CVE-2014-3538', 'CVE-2016-7416', 'CVE-2015-2301', 'CVE-2015-0232', 'CVE-2015-8873', 'CVE-2016-4975', 'CVE-2020-13938', 'CVE-2015-4116', 'CVE-2020-35452', 'CVE-2022-22719', 'CVE-2016-6174', 'CVE-2014-9426', 'CVE-2016-9138', 'CVE-2022-31628', 'CVE-2022-31629', 'CVE-2014-2020', 'CVE-2015-2783', 'CVE-2016-5768', 'CVE-2020-1934', 'CVE-2015-2787', 'CVE-2021-34798', 'CVE-2013-6420', 'CVE-2015-6831', 'CVE-2015-6832', 'CVE-2015-6833', 'CVE-2015-6834', 'CVE-2015-6835', 'CVE-2015-6836', 'CVE-2015-6837', 'CVE-2015-6838', 'CVE-2013-4113', 'CVE-2015-3411', 'CVE-2018-19396', 'CVE-2017-11143', 'CVE-2017-11142', 'CVE-2017-11145', 'CVE-2017-11144', 'CVE-2015-3416', 'CVE-2019-0217', 'CVE-2014-0207', 'CVE-2018-17082', 'CVE-2013-5704', 'CVE-2019-9639', 'CVE-2015-4026', 'CVE-2019-17567', 'CVE-2013-6438', 'CVE-2016-1903', 'CVE-2013-7327', 'CVE-2013-4248', 'CVE-2019-9637', 'CVE-2018-14883', 'CVE-2015-3152', 'CVE-2015-4601', 'CVE-2015-4600', 'CVE-2015-4603', 'CVE-2015-4602', 'CVE-2015-4605', 'CVE-2015-4604', 'CVE-2014-3597', 'CVE-2014-4670', 'CVE-2016-5096', 'CVE-2011-4718', 'CVE-2016-6294', 'CVE-2014-0237', 'CVE-2014-0236', 'CVE-2013-7345', 'CVE-2014-3981', 'CVE-2014-9653', 'CVE-2014-0231', 'CVE-2015-4644', 'CVE-2021-26690', 'CVE-2021-26691', 'CVE-2016-4541', 'CVE-2019-0220', 'CVE-2017-7963', 'CVE-2014-3515', 'CVE-2014-0238', 'CVE-2016-5399', 'CVE-2019-9023', 'CVE-2019-9020', 'CVE-2019-9021', 'CVE-2019-9024', 'CVE-2016-5093', 'CVE-2022-30556', 'CVE-2021-39275', 'CVE-2016-6291', 'CVE-2016-6290', 'CVE-2016-6292', 'CVE-2016-6295', 'CVE-2016-4343', 'CVE-2016-6297', 'CVE-2016-6296', 'CVE-2014-3587', 'CVE-2016-7131', 'CVE-2014-3581', 'CVE-2016-0736', 'CVE-2022-29404', 'CVE-2015-8865', 'CVE-2018-1312', 'CVE-2015-8867', 'CVE-2016-3185', 'CVE-2016-10712', 'CVE-2014-9709', 'CVE-2006-20001', 'CVE-2015-5589', 'CVE-2015-0273', 'CVE-2018-7584', 'CVE-2016-10397', 'CVE-2015-3415', 'CVE-2014-3669', 'CVE-2014-3668', 'CVE-2014-0226', 'CVE-2016-10161', 'CVE-2016-7130', 'CVE-2022-22721', 'CVE-2022-22720', 'CVE-2017-15710', 'CVE-2015-4598', 'CVE-2018-10547', 'CVE-2017-15715', 'CVE-2016-5769', 'CVE-2019-10098', 'CVE-2015-0228', 'CVE-2014-9705', 'CVE-2016-5387', 'CVE-2017-9224', 'CVE-2015-4599', 'CVE-2021-40438', 'CVE-2015-3414', 'CVE-2015-8877', 'CVE-2022-23943', 'CVE-2016-7132', 'CVE-2018-17199', 'CVE-2016-6289', 'CVE-2015-8994', 'CVE-2014-3478', 'CVE-2018-1301', 'CVE-2018-1302', 'CVE-2018-1303', 'CVE-2015-8876', 'CVE-2022-36760', 'CVE-2015-5590', 'CVE-2023-25690', 'CVE-2014-9652', 'CVE-2015-8879', 'CVE-2015-3307', 'CVE-2020-11985', 'CVE-2015-4021', 'CVE-2015-2305', 'CVE-2015-4025', 'CVE-2015-4024', 'CVE-2013-4352', 'CVE-2014-9425', 'CVE-2017-9226', 'CVE-2022-26377', 'CVE-2016-10158', 'CVE-2016-10159', 'CVE-2014-3670', 'CVE-2014-0098', 'CVE-2016-4543', 'CVE-2019-9641', 'CVE-2016-8743', 'CVE-2016-4542', 'CVE-2018-15132', 'CVE-2014-3480', 'CVE-2016-7124', 'CVE-2016-7125', 'CVE-2016-7126', 'CVE-2016-4540', 'CVE-2014-1943', 'CVE-2016-7128', 'CVE-2016-7129', 'CVE-2016-5094', 'CVE-2014-3487', 'CVE-2017-11628', 'CVE-2014-2270', 'CVE-2017-12933', 'CVE-2014-4721', 'CVE-2016-5772', 'CVE-2014-9767', 'CVE-2015-2331', 'CVE-2016-8612', 'CVE-2016-4342', 'CVE-2016-4538', 'CVE-2016-4539', 'CVE-2016-5095', 'CVE-2014-4698', 'CVE-2015-3329', 'CVE-2016-9137', 'CVE-2018-19395', 'CVE-2022-37436', 'CVE-2016-6288', 'CVE-2016-9935', 'CVE-2016-5114', 'CVE-2016-9934', 'CVE-2018-19520', 'CVE-2016-7127', 'CVE-2017-9788', 'CVE-2014-8109', 'CVE-2014-4049', 'CVE-2015-3412', 'CVE-2014-3710', 'CVE-2015-4643', 'CVE-2015-4642', 'CVE-2015-2325', 'CVE-2015-2326', 'CVE-2016-2161', 'CVE-2019-10092', 'CVE-2015-7803', 'CVE-2015-7804', 'CVE-2014-3479', 'CVE-2014-5459', 'CVE-2017-7890', 'CVE-2018-1283', 'CVE-2015-3330', 'CVE-2017-16642', 'CVE-2015-9253', 'CVE-2022-28615', 'CVE-2022-28614', 'CVE-2014-8142']"
209.208.59.139,[],80,United States,Orlando,"['CVE-2020-1934', 'CVE-2021-34798', 'CVE-2022-29404', 'CVE-2021-33193', 'CVE-2023-27522', 'CVE-2006-20001', 'CVE-2022-28330', 'CVE-2020-11993', 'CVE-2021-44224', 'CVE-2022-22721', 'CVE-2022-22720', 'CVE-2019-17567', 'CVE-2022-31813', 'CVE-2022-37436', 'CVE-2021-40438', 'CVE-2021-36160', 'CVE-2022-23943', 'CVE-2020-1927', 'CVE-2022-36760', 'CVE-2023-25690', 'CVE-2020-9490', 'CVE-2020-11984', 'CVE-2021-44790', 'CVE-2021-26690', 'CVE-2021-26691', 'CVE-2022-26377', 'CVE-2020-35452', 'CVE-2020-13938', 'CVE-2020-13950', 'CVE-2022-30556', 'CVE-2021-39275', 'CVE-2022-28615', 'CVE-2022-28614', 'CVE-2022-22719']"
118.123.246.78,[],80,China,Chengdu,"['CVE-2021-23839', 'CVE-2022-0778', 'CVE-2020-1934', 'CVE-2021-34798', 'CVE-2022-29404', 'CVE-2021-33193', 'CVE-2022-4304', 'CVE-2023-27522', 'CVE-2006-20001', 'CVE-2019-1563', 'CVE-2022-28330', 'CVE-2020-11993', 'CVE-2019-10081', 'CVE-2019-1547', 'CVE-2021-44224', 'CVE-2022-22721', 'CVE-2022-22720', 'CVE-2019-10092', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2019-17567', 'CVE-2022-31813', 'CVE-2019-10098', 'CVE-2022-37436', 'CVE-2021-23840', 'CVE-2021-4160', 'CVE-2021-40438', 'CVE-2021-36160', 'CVE-2022-23943', 'CVE-2020-1927', 'CVE-2022-30556', 'CVE-2021-23841', 'CVE-2023-0286', 'CVE-2020-1968', 'CVE-2022-36760', 'CVE-2023-25690', 'CVE-2020-1971', 'CVE-2020-9490', 'CVE-2020-11984', 'CVE-2019-1552', 'CVE-2021-44790', 'CVE-2019-1551', 'CVE-2021-26690', 'CVE-2021-26691', 'CVE-2022-26377', 'CVE-2022-28614', 'CVE-2020-13938', 'CVE-2019-9517', 'CVE-2023-0215', 'CVE-2019-10082', 'CVE-2022-1292', 'CVE-2022-22719', 'CVE-2022-28615', 'CVE-2020-35452', 'CVE-2021-39275']"
207.90.195.71,[],80,Canada,Montréal,"['CVE-2022-4450', 'CVE-2022-36760', 'CVE-2006-20001', 'CVE-2023-0215', 'CVE-2022-2097', 'CVE-2023-27522', 'CVE-2022-4304', 'CVE-2023-25690', 'CVE-2022-37436', 'CVE-2023-0286']"
213.218.144.226,['planete-sciences.org'],80,France,Paris,"['CVE-2019-0196', 'CVE-2006-20001', 'CVE-2020-1934', 'CVE-2021-34798', 'CVE-2022-29404', 'CVE-2021-33193', 'CVE-2023-27522', 'CVE-2022-22720', 'CVE-2022-28330', 'CVE-2020-11993', 'CVE-2020-13938', 'CVE-2019-0217', 'CVE-2019-0197', 'CVE-2019-0215', 'CVE-2022-22721', 'CVE-2019-0211', 'CVE-2019-10092', 'CVE-2022-26377', 'CVE-2019-17567', 'CVE-2019-10097', 'CVE-2022-31813', 'CVE-2019-10098', 'CVE-2022-37436', 'CVE-2021-40438', 'CVE-2021-36160', 'CVE-2022-23943', 'CVE-2020-1927', 'CVE-2022-30556', 'CVE-2022-36760', 'CVE-2023-25690', 'CVE-2020-9490', 'CVE-2020-11984', 'CVE-2021-44790', 'CVE-2021-26690', 'CVE-2021-26691', 'CVE-2019-0220', 'CVE-2022-28614', 'CVE-2019-10081', 'CVE-2019-9517', 'CVE-2019-10082', 'CVE-2021-44224', 'CVE-2021-39275', 'CVE-2022-28615', 'CVE-2020-35452', 'CVE-2022-22719']"
85.239.53.82,[],80,United States,Los Angeles,"['CVE-2022-4450', 'CVE-2022-36760', 'CVE-2006-20001', 'CVE-2023-0215', 'CVE-2022-2097', 'CVE-2023-27522', 'CVE-2022-4304', 'CVE-2023-25690', 'CVE-2022-37436', 'CVE-2023-0286']"
3.212.193.128,['amazonaws.com'],80,United States,Ashburn,"['CVE-2020-1934', 'CVE-2021-34798', 'CVE-2022-29404', 'CVE-2021-33193', 'CVE-2023-27522', 'CVE-2006-20001', 'CVE-2022-28330', 'CVE-2020-11993', 'CVE-2021-44224', 'CVE-2022-22721', 'CVE-2022-22720', 'CVE-2019-17567', 'CVE-2022-31813', 'CVE-2022-37436', 'CVE-2021-40438', 'CVE-2021-36160', 'CVE-2022-23943', 'CVE-2020-1927', 'CVE-2022-36760', 'CVE-2023-25690', 'CVE-2020-9490', 'CVE-2020-11984', 'CVE-2021-44790', 'CVE-2021-26690', 'CVE-2021-26691', 'CVE-2022-26377', 'CVE-2020-35452', 'CVE-2020-13938', 'CVE-2020-13950', 'CVE-2022-30556', 'CVE-2021-39275', 'CVE-2022-28615', 'CVE-2022-28614', 'CVE-2022-22719']"
54.184.118.122,['amazonaws.com'],80,United States,Boardman,"['CVE-2022-37454', 'CVE-2022-31628', 'CVE-2022-31629']"
216.171.190.215,"['northland.net', 'rphc.com']",443,United States,Utica,"['CVE-2022-37454', 'CVE-2022-31630', 'CVE-2022-31628', 'CVE-2022-31629']"
44.202.71.199,['amazonaws.com'],443,United States,Ashburn,"['CVE-2022-4450', 'CVE-2022-2097', 'CVE-2022-4304', 'CVE-2022-2068', 'CVE-2022-1292', 'CVE-2022-26377', 'CVE-2022-30522', 'CVE-2023-0286', 'CVE-2022-36760', 'CVE-2022-30556', 'CVE-2006-20001', 'CVE-2023-0215', 'CVE-2022-29404', 'CVE-2023-27522', 'CVE-2022-31813', 'CVE-2023-25690', 'CVE-2022-37436', 'CVE-2022-28615', 'CVE-2022-28614', 'CVE-2022-28330']"
162.33.19.166,[],80,United States,Los Angeles,"['CVE-2022-26377', 'CVE-2006-20001', 'CVE-2020-1934', 'CVE-2018-17189', 'CVE-2021-34798', 'CVE-2022-29404', 'CVE-2018-1312', 'CVE-2018-1333', 'CVE-2022-22720', 'CVE-2018-11763', 'CVE-2022-28330', 'CVE-2020-11993', 'CVE-2017-15710', 'CVE-2019-9517', 'CVE-2019-0217', 'CVE-2019-0196', 'CVE-2022-22721', 'CVE-2019-0211', 'CVE-2019-10092', 'CVE-2019-17567', 'CVE-2017-15715', 'CVE-2022-31813', 'CVE-2019-10098', 'CVE-2022-37436', 'CVE-2021-40438', 'CVE-2022-30556', 'CVE-2022-23943', 'CVE-2020-1927', 'CVE-2018-17199', 'CVE-2018-1301', 'CVE-2018-1302', 'CVE-2018-1303', 'CVE-2022-36760', 'CVE-2023-25690', 'CVE-2020-9490', 'CVE-2021-33193', 'CVE-2021-44790', 'CVE-2021-26690', 'CVE-2021-26691', 'CVE-2019-0220', 'CVE-2022-28614', 'CVE-2020-13938', 'CVE-2019-10081', 'CVE-2018-1283', 'CVE-2019-10082', 'CVE-2021-44224', 'CVE-2021-39275', 'CVE-2022-28615', 'CVE-2020-35452', 'CVE-2022-22719']"
184.169.174.249,"['amazonaws.com', 'theathleteportal.com']",443,United States,San Jose,"['CVE-2019-1559', 'CVE-2022-0778', 'CVE-2022-36760', 'CVE-2018-5407', 'CVE-2022-29404', 'CVE-2023-27522', 'CVE-2022-4304', 'CVE-2006-20001', 'CVE-2019-1563', 'CVE-2022-28330', 'CVE-2017-3736', 'CVE-2017-3737', 'CVE-2019-1547', 'CVE-2017-3735', 'CVE-2021-44224', 'CVE-2017-3738', 'CVE-2022-22721', 'CVE-2022-22720', 'CVE-2022-2068', 'CVE-2021-3712', 'CVE-2022-31813', 'CVE-2022-37436', 'CVE-2021-4160', 'CVE-2018-0737', 'CVE-2018-0734', 'CVE-2018-0732', 'CVE-2022-23943', 'CVE-2021-23840', 'CVE-2021-23841', 'CVE-2023-0286', 'CVE-2018-0739', 'CVE-2020-1968', 'CVE-2023-25690', 'CVE-2020-1971', 'CVE-2019-1552', 'CVE-2021-44790', 'CVE-2019-1551', 'CVE-2022-26377', 'CVE-2022-28614', 'CVE-2023-0215', 'CVE-2022-1292', 'CVE-2022-28615', 'CVE-2022-30556', 'CVE-2022-22719']"
213.218.153.194,['ecritel.net'],80,France,Paris,"['CVE-2019-0196', 'CVE-2006-20001', 'CVE-2020-1934', 'CVE-2021-34798', 'CVE-2022-29404', 'CVE-2021-33193', 'CVE-2023-27522', 'CVE-2022-22720', 'CVE-2022-28330', 'CVE-2020-11993', 'CVE-2020-13938', 'CVE-2019-0217', 'CVE-2019-0197', 'CVE-2019-0215', 'CVE-2022-22721', 'CVE-2019-0211', 'CVE-2019-10092', 'CVE-2022-26377', 'CVE-2019-17567', 'CVE-2019-10097', 'CVE-2022-31813', 'CVE-2019-10098', 'CVE-2022-37436', 'CVE-2021-40438', 'CVE-2021-36160', 'CVE-2022-23943', 'CVE-2020-1927', 'CVE-2022-30556', 'CVE-2022-36760', 'CVE-2023-25690', 'CVE-2020-9490', 'CVE-2020-11984', 'CVE-2021-44790', 'CVE-2021-26690', 'CVE-2021-26691', 'CVE-2019-0220', 'CVE-2022-28614', 'CVE-2019-10081', 'CVE-2019-9517', 'CVE-2019-10082', 'CVE-2021-44224', 'CVE-2021-39275', 'CVE-2022-28615', 'CVE-2020-35452', 'CVE-2022-22719']"
31.27.13.148,"['vodafonedsl.it', 'lifebrain.it']",443,Italy,Ciriè,"['CVE-2014-0117', 'CVE-2014-0118', 'CVE-2017-9798', 'CVE-2015-3185', 'CVE-2015-3184', 'CVE-2015-3183', 'CVE-2019-1563', 'CVE-2022-28330', 'CVE-2022-2068', 'CVE-2017-7679', 'CVE-2022-31813', 'CVE-2020-1927', 'CVE-2023-0286', 'CVE-2017-3167', 'CVE-2021-44790', 'CVE-2016-4975', 'CVE-2020-13938', 'CVE-2023-0215', 'CVE-2020-35452', 'CVE-2022-22719', 'CVE-2020-1934', 'CVE-2021-34798', 'CVE-2022-4304', 'CVE-2019-0217', 'CVE-2014-3523', 'CVE-2013-5704', 'CVE-2019-17567', 'CVE-2013-6438', 'CVE-2014-0231', 'CVE-2021-26690', 'CVE-2021-26691', 'CVE-2019-0220', 'CVE-2022-30556', 'CVE-2021-39275', 'CVE-2014-3581', 'CVE-2016-0736', 'CVE-2018-5407', 'CVE-2022-29404', 'CVE-2018-1312', 'CVE-2006-20001', 'CVE-2019-10092', 'CVE-2014-0226', 'CVE-2022-22721', 'CVE-2022-22720', 'CVE-2017-15710', 'CVE-2021-3712', 'CVE-2017-15715', 'CVE-2019-10098', 'CVE-2015-0228', 'CVE-2016-5387', 'CVE-2021-40438', 'CVE-2022-23943', 'CVE-2018-17199', 'CVE-2021-23841', 'CVE-2018-1301', 'CVE-2018-1302', 'CVE-2020-1968', 'CVE-2022-36760', 'CVE-2023-25690', 'CVE-2020-11985', 'CVE-2021-4160', 'CVE-2013-4352', 'CVE-2022-26377', 'CVE-2014-0098', 'CVE-2016-8743', 'CVE-2022-0778', 'CVE-2020-1971', 'CVE-2017-3736', 'CVE-2017-3737', 'CVE-2019-1547', 'CVE-2017-3735', 'CVE-2022-1292', 'CVE-2017-3738', 'CVE-2022-37436', 'CVE-2021-23840', 'CVE-2018-0737', 'CVE-2018-0734', 'CVE-2018-0732', 'CVE-2017-9788', 'CVE-2018-0739', 'CVE-2014-8109', 'CVE-2016-2161', 'CVE-2016-8612', 'CVE-2019-1552', 'CVE-2019-1551', 'CVE-2019-1559', 'CVE-2018-1283', 'CVE-2018-1303', 'CVE-2022-28615', 'CVE-2022-28614']"
114.215.138.57,[],443,China,Qingdao,"['CVE-2015-0204', 'CVE-2015-4000']"
94.138.190.3,['welcomeitalia.it'],443,Italy,Rome,"['CVE-2012-0027', 'CVE-2015-3183', 'CVE-2016-2176', 'CVE-2013-6450', 'CVE-2011-4108', 'CVE-2016-0703', 'CVE-2015-3195', 'CVE-2015-3196', 'CVE-2021-4044', 'CVE-2012-0884', 'CVE-2021-44790', 'CVE-2014-0198', 'CVE-2016-2109', 'CVE-2016-2108', 'CVE-2016-2107', 'CVE-2016-2106', 'CVE-2014-0195', 'CVE-2022-22719', 'CVE-2021-34798', 'CVE-2011-3210', 'CVE-2022-28330', 'CVE-2022-31813', 'CVE-2014-0221', 'CVE-2010-5298', 'CVE-2014-0231', 'CVE-2014-3512', 'CVE-2014-3511', 'CVE-2012-1165', 'CVE-2014-8275', 'CVE-2022-30556', 'CVE-2021-39275', 'CVE-2011-3207', 'CVE-2011-4577', 'CVE-2011-4576', 'CVE-2011-1945', 'CVE-2022-29404', 'CVE-2006-20001', 'CVE-2014-3505', 'CVE-2014-3506', 'CVE-2014-3507', 'CVE-2014-0224', 'CVE-2014-3508', 'CVE-2014-3509', 'CVE-2022-22721', 'CVE-2022-22720', 'CVE-2014-3567', 'CVE-2015-4000', 'CVE-2021-40438', 'CVE-2015-0209', 'CVE-2018-1301', 'CVE-2018-1302', 'CVE-2018-1303', 'CVE-2013-0166', 'CVE-2014-3470', 'CVE-2013-0169', 'CVE-2015-0205', 'CVE-2015-0204', 'CVE-2015-0206', 'CVE-2014-3571', 'CVE-2014-3570', 'CVE-2014-3572', 'CVE-2015-0228', 'CVE-2015-0287', 'CVE-2015-0286', 'CVE-2015-0289', 'CVE-2015-0288', 'CVE-2016-7056', 'CVE-2014-3510', 'CVE-2014-0076', 'CVE-2015-1789', 'CVE-2015-1788', 'CVE-2014-8176', 'CVE-2014-3566', 'CVE-2016-8612', 'CVE-2017-3735', 'CVE-2014-3568', 'CVE-2012-2333', 'CVE-2015-0292', 'CVE-2015-0293', 'CVE-2022-37436', 'CVE-2015-1790', 'CVE-2015-1791', 'CVE-2015-1792', 'CVE-2012-2110', 'CVE-2011-4619', 'CVE-2013-6449', 'CVE-2022-28615', 'CVE-2022-28614', 'CVE-2016-0704']"
200.19.159.187,[],80,Brazil,Belo Horizonte,"['CVE-2022-26377', 'CVE-2020-11985', 'CVE-2014-0117', 'CVE-2014-0118', 'CVE-2022-28614', 'CVE-2020-1934', 'CVE-2014-3581', 'CVE-2016-0736', 'CVE-2015-3185', 'CVE-2015-3184', 'CVE-2015-3183', 'CVE-2018-1312', 'CVE-2016-4975', 'CVE-2022-28330', 'CVE-2017-15710', 'CVE-2016-8612', 'CVE-2014-0226', 'CVE-2019-0217', 'CVE-2014-3523', 'CVE-2022-22721', 'CVE-2022-22720', 'CVE-2019-10092', 'CVE-2013-5704', 'CVE-2017-7679', 'CVE-2019-17567', 'CVE-2017-15715', 'CVE-2013-6438', 'CVE-2019-10098', 'CVE-2022-37436', 'CVE-2016-5387', 'CVE-2022-29404', 'CVE-2021-40438', 'CVE-2021-34798', 'CVE-2022-31813', 'CVE-2022-23943', 'CVE-2020-1927', 'CVE-2018-17199', 'CVE-2017-9788', 'CVE-2014-8109', 'CVE-2018-1301', 'CVE-2018-1302', 'CVE-2018-1303', 'CVE-2017-3167', 'CVE-2017-9798', 'CVE-2023-25690', 'CVE-2016-2161', 'CVE-2015-0228', 'CVE-2021-44790', 'CVE-2014-0231', 'CVE-2013-4352', 'CVE-2021-26690', 'CVE-2021-26691', 'CVE-2019-0220', 'CVE-2014-0098', 'CVE-2020-13938', 'CVE-2006-20001', 'CVE-2018-1283', 'CVE-2022-30556', 'CVE-2016-8743', 'CVE-2021-39275', 'CVE-2022-28615', 'CVE-2020-35452', 'CVE-2022-36760', 'CVE-2022-22719']"
IP,Domain,Port,Country,City,Vulns
3.120.194.199,['amazonaws.com'],80,Germany,Frankfurt am Main,"['CVE-2022-26377', 'CVE-2006-20001', 'CVE-2020-1934', 'CVE-2018-17189', 'CVE-2021-34798', 'CVE-2022-29404', 'CVE-2018-1312', 'CVE-2018-1333', 'CVE-2022-22720', 'CVE-2018-11763', 'CVE-2022-28330', 'CVE-2020-11993', 'CVE-2017-15710', 'CVE-2019-9517', 'CVE-2019-0217', 'CVE-2019-0196', 'CVE-2022-22721', 'CVE-2019-0211', 'CVE-2019-10092', 'CVE-2019-17567', 'CVE-2017-15715', 'CVE-2022-31813', 'CVE-2019-10098', 'CVE-2022-37436', 'CVE-2021-40438', 'CVE-2022-30556', 'CVE-2022-23943', 'CVE-2020-1927', 'CVE-2018-17199', 'CVE-2018-1301', 'CVE-2018-1302', 'CVE-2018-1303', 'CVE-2022-36760', 'CVE-2023-25690', 'CVE-2020-9490', 'CVE-2021-33193', 'CVE-2021-44790', 'CVE-2021-26690', 'CVE-2021-26691', 'CVE-2019-0220', 'CVE-2022-28614', 'CVE-2020-13938', 'CVE-2019-10081', 'CVE-2018-1283', 'CVE-2019-10082', 'CVE-2021-44224', 'CVE-2021-39275', 'CVE-2022-28615', 'CVE-2020-35452', 'CVE-2022-22719']"
94.46.135.101,['itsquare.pt'],80,Portugal,Lisbon,"['CVE-2014-0117', 'CVE-2014-0118', 'CVE-2017-9798', 'CVE-2015-3185', 'CVE-2015-3184', 'CVE-2015-3183', 'CVE-2019-1563', 'CVE-2022-28330', 'CVE-2022-2068', 'CVE-2017-7679', 'CVE-2022-31813', 'CVE-2020-1927', 'CVE-2023-0286', 'CVE-2017-3167', 'CVE-2021-44790', 'CVE-2016-4975', 'CVE-2020-13938', 'CVE-2023-0215', 'CVE-2020-35452', 'CVE-2022-22719', 'CVE-2020-1934', 'CVE-2021-34798', 'CVE-2022-4304', 'CVE-2019-0217', 'CVE-2014-3523', 'CVE-2013-5704', 'CVE-2019-17567', 'CVE-2013-6438', 'CVE-2014-0231', 'CVE-2021-26690', 'CVE-2021-26691', 'CVE-2019-0220', 'CVE-2022-30556', 'CVE-2021-39275', 'CVE-2014-3581', 'CVE-2016-0736', 'CVE-2018-5407', 'CVE-2022-29404', 'CVE-2018-1312', 'CVE-2006-20001', 'CVE-2019-10092', 'CVE-2014-0226', 'CVE-2022-22721', 'CVE-2022-22720', 'CVE-2017-15710', 'CVE-2021-3712', 'CVE-2017-15715', 'CVE-2019-10098', 'CVE-2015-0228', 'CVE-2016-5387', 'CVE-2021-40438', 'CVE-2022-23943', 'CVE-2018-17199', 'CVE-2021-23841', 'CVE-2018-1301', 'CVE-2018-1302', 'CVE-2020-1968', 'CVE-2022-36760', 'CVE-2023-25690', 'CVE-2020-11985', 'CVE-2021-4160', 'CVE-2013-4352', 'CVE-2022-26377', 'CVE-2014-0098', 'CVE-2016-8743', 'CVE-2022-0778', 'CVE-2020-1971', 'CVE-2017-3736', 'CVE-2017-3737', 'CVE-2019-1547', 'CVE-2017-3735', 'CVE-2022-1292', 'CVE-2017-3738', 'CVE-2022-37436', 'CVE-2021-23840', 'CVE-2018-0737', 'CVE-2018-0734', 'CVE-2018-0732', 'CVE-2017-9788', 'CVE-2018-0739', 'CVE-2014-8109', 'CVE-2016-2161', 'CVE-2016-8612', 'CVE-2019-1552', 'CVE-2019-1551', 'CVE-2019-1559', 'CVE-2018-1283', 'CVE-2018-1303', 'CVE-2022-28615', 'CVE-2022-28614']"
3.95.160.158,['amazonaws.com'],3102,United States,Ashburn,"['CVE-2016-2106', 'CVE-2010-5298', 'CVE-2012-0027', 'CVE-2011-4577', 'CVE-2011-4576', 'CVE-2014-0076', 'CVE-2004-0112', 'CVE-2011-1945', 'CVE-2021-4044', 'CVE-2006-2937', 'CVE-2015-1788', 'CVE-2005-1797', 'CVE-2006-3738', 'CVE-2014-8176', 'CVE-2006-4343', 'CVE-2004-0079', 'CVE-2016-2176', 'CVE-2009-0590', 'CVE-2006-7250', 'CVE-2014-0224', 'CVE-2014-3567', 'CVE-2009-3245', 'CVE-2014-3568', 'CVE-2012-2333', 'CVE-2015-3195', 'CVE-2009-1387', 'CVE-2015-0292', 'CVE-2015-0293', 'CVE-2011-4108', 'CVE-2009-1378', 'CVE-2003-0851', 'CVE-2010-4252', 'CVE-2004-0081', 'CVE-2011-4619', 'CVE-2009-1377', 'CVE-2016-7056', 'CVE-2005-2969', 'CVE-2005-2946', 'CVE-2006-2940', 'CVE-2014-3570', 'CVE-2007-3108', 'CVE-2008-5077', 'CVE-2010-0433', 'CVE-2015-1790', 'CVE-2010-0742', 'CVE-2015-0209', 'CVE-2016-0703', 'CVE-2014-3572', 'CVE-2013-0166', 'CVE-2016-0704', 'CVE-2015-1792', 'CVE-2014-3470', 'CVE-2016-2109', 'CVE-2012-2110', 'CVE-2009-1386', 'CVE-2015-0204', 'CVE-2012-0884', 'CVE-2015-4000', 'CVE-2014-3571', 'CVE-2009-3555', 'CVE-2008-7270', 'CVE-2006-4339', 'CVE-2016-2108', 'CVE-2013-6449', 'CVE-2010-4180', 'CVE-2016-2107', 'CVE-2012-1165', 'CVE-2015-1789', 'CVE-2014-8275', 'CVE-2009-4355', 'CVE-2007-5135', 'CVE-2015-0287', 'CVE-2015-0286', 'CVE-2015-0289', 'CVE-2015-0288', 'CVE-2011-1473', 'CVE-2009-0789', 'CVE-2015-1791']"
