source,ruleset_name,rule_name
https://github.com/elastic/protections-artifacts,Windows_Trojan_CobaltStrike,Windows_Trojan_CobaltStrike_663fc95d
https://github.com/elastic/protections-artifacts,Windows_Trojan_CobaltStrike,Windows_Trojan_CobaltStrike_b54b94ac
https://malpedia.caad.fkie.fraunhofer.de/,win.cobalt_strike_auto,win_cobalt_strike_auto
https://github.com/chronicle/GCTI,CobaltStrike__Sleeve_BeaconLoader_all,CobaltStrike_Sleeve_BeaconLoader_HA_x86_o_v4_3_v4_4_v4_5_and_v4_6
https://github.com/chronicle/GCTI,CobaltStrike__Sleeve_BeaconLoader_all,CobaltStrike_Sleeve_BeaconLoader_MVF_x86_o_v4_3_v4_4_v4_5_and_v4_6
https://github.com/Neo23x0/signature-base,gen_powershell_susp,SUSP_PS1_FromBase64String_Content_Indicator
https://github.com/chronicle/GCTI,CobaltStrike__Resources_Command_Ps1_v2_5_to_v3_7_and_Resources_Compress_Ps1_v3_8_to_v4_x,CobaltStrike_Resources_Command_Ps1_v2_5_to_v3_7_and_Resources_Compress_Ps1_v3_8_to_v4_x
https://github.com/Neo23x0/signature-base,gen_floxif,Malware_Floxif_mpsvc_dll
https://github.com/Neo23x0/signature-base,gen_sign_anomalies,SUSP_PE_Signed_by_Suspicious_Entitiy_Mar23
https://github.com/kevoreilly/CAPEv2,GetTickCountAntiVM,GetTickCountAntiVM
https://github.com/chronicle/GCTI,CobaltStrike__Sleeve_BeaconLoader_all,CobaltStrike_Sleeve_BeaconLoader_x64_o_v4_3_v4_4_v4_5_and_v4_6
https://github.com/Neo23x0/signature-base,gen_cobaltstrike_by_avast,Cobaltbaltstrike_Beacon_XORed_x86
https://github.com/chronicle/GCTI,CobaltStrike__Resources_Xor_Bin__32bit_v2_x_to_4_x,CobaltStrike_Resources_Xor_Bin_v2_x_to_v4_x
https://github.com/bartblaze/Yara-rules,LNK_Ruleset,PS_in_LNK
https://github.com/bartblaze/Yara-rules,LNK_Ruleset,EXE_in_LNK
https://github.com/bartblaze/Yara-rules,LNK_Ruleset,Archive_in_LNK
https://github.com/bartblaze/Yara-rules,LNK_Ruleset,Download_in_LNK
https://github.com/Neo23x0/signature-base,apt_apt19,Beacon_K5om
https://github.com/Neo23x0/signature-base,apt_leviathan,Leviathan_CobaltStrike_Sample_1
https://github.com/Neo23x0/signature-base,apt_wilted_tulip,WiltedTulip_ReflectiveLoader
https://github.com/Neo23x0/signature-base,gen_malware_set_qa,Malware_QA_vqgk
https://github.com/Neo23x0/signature-base,gen_powershell_invocation,PowerShell_Susp_Parameter_Combo
https://github.com/chronicle/GCTI,CobaltStrike__Resources_Beacon_Dll_All_Versions_MemEnabled,CobaltStrike_Sleeve_Beacon_Dll_v4_7_suspected
https://github.com/ditekshen/detection,malware,MALWARE_Win_CobaltStrike
https://github.com/elastic/protections-artifacts,Windows_Trojan_CobaltStrike,Windows_Trojan_CobaltStrike_ee756db7
https://github.com/JPCERTCC/MalConfScan,rule,CobaltStrike
https://github.com/Neo23x0/signature-base,apt_cobaltstrike,APT_CobaltStrike_Beacon_Indicator
https://github.com/Neo23x0/signature-base,gen_cobaltstrike_by_avast,Cobaltbaltstrike_Beacon_x86
https://github.com/chronicle/GCTI,CobaltStrike__Resources_Beacon_Dll_All_Versions_MemEnabled,CobaltStrike_Resources_Beacon_Dll_v3_11_bugfix_and_v3_12
https://github.com/elastic/protections-artifacts,Windows_Trojan_CobaltStrike,Windows_Trojan_CobaltStrike_29374056
https://github.com/elastic/protections-artifacts,Windows_Trojan_Metasploit,Windows_Trojan_Metasploit_38b8ceec
https://github.com/chronicle/GCTI,CobaltStrike__Resources_Beacon_Dll_All_Versions_MemEnabled,CobaltStrike_Sleeve_Beacon_Dll_v4_3_v4_4_v4_5_and_v4_6
https://github.com/chronicle/GCTI,CobaltStrike__Resources_Artifact32svc_Exe_v1_49_to_v4_x,CobaltStrike_Resources_Artifact32svc_Exe_v3_1_v3_2_v3_14_and_v4_x
https://github.com/bartblaze/Yara-rules,PyInstaller,PyInstaller
https://github.com/Neo23x0/signature-base,gen_url_persitence,Methodology_Suspicious_Shortcut_SMB_URL
